"VEBONO012020" "VEBONO012021" "VEBONO012023" "VEBONO012025" "VEBONO012029" "VEBONO022022" "VEBONO022024" "VEBONO022025" "VEBONO022034" "VEBONO032027" "VEBONO032031" "VEBONO032034b" "VEBONO032035" "VEBONO042024" "VEBONO042028" "VEBONO042029" "VEBONO052021" "VEBONO052028" "VEBONO052029" "VEBONO062020" "VEBONO062028" "VEBONO062032" "VEBONO072033" "VEBONO082025" "VEBONO082037" "VEBONO092029" "VEBONO102028" "VEBONO102030" "VEBONO112020" "VEBONO112028" "VEBONO122023" "VEBONO122036"
"01/01/2019" 107.831010579157 119.114970893205 120.26023244913 123.299100890726 89.7664921784266 118.81762569034 120.903976016434 124.34961008521 115.442592932319 124.636694451385 124.937344499323 114.719205088166 114.174613800622 121.703354314451 124.103700517672 104.824830978436 118.973408537766 82.983250956062 123.973394994716 117.490183952152 89.2941833089292 117.965813014301 117.249434961965 151.248284972141 110.651613151553 81.295649871359 124.116302532744 89.1960569837401 113.976397173941 81.2698787311025 118.703637319332 113.423490823015
"02/01/2019" 108.1046501467 121.432154893021 116.981522227278 117.93703648697 90.2016058250247 118.715720650395 114.999700720949 119.723117289568 123.102545936106 122.132238761612 128.670832143254 121.96519311076 122.633349992176 116.274553166423 122.6595702264 105.376107633742 121.041525596934 82.9373863132241 123.893317780963 117.453009759693 89.052660587005 123.322551369704 123.407725453385 145.348028057616 120.354236348616 83.0559179879421 123.398462616561 92.0780042972114 115.123548775429 81.9894609370534 114.089106405876 123.571771545313
"03/01/2019" 108.153125586396 121.413402489692 117.196400789441 117.947662889053 90.0919563067735 118.951308546644 115.080322978261 119.733537532331 123.015984713659 122.052989387623 128.567895654722 121.871433840639 122.547691953263 116.348525732908 122.553629260069 105.266126862704 121.124188493362 82.831115975141 123.775411324479 117.310380951398 88.9446863971109 123.223404770318 123.304119881795 145.336634335438 120.267362170271 82.951643972082 123.286831719528 91.9745152893045 115.033618444197 81.8832363975913 114.204592775721 123.49610907783
"04/01/2019" 108.20475654662 121.445286017215 117.114693422512 117.763029128139 90.1749193657279 119.018204394879 114.881557351412 119.563082128347 123.199631225995 122.023240786475 128.716408071121 122.04915350107 122.733277429256 116.153868644414 122.587496926406 105.354599886093 121.20179241757 82.8937757399661 123.855607605945 117.243709706202 89.0060619397332 123.389192418512 123.473652532264 145.160718876322 120.448378084504 83.0621981955083 123.346404636425 92.1053610255275 115.016658522349 81.9687178516037 114.029948782638 123.689551008678
"07/01/2019" 108.065487462492 119.12420107873 120.398729895606 123.432881257897 89.6780314664344 118.833124777338 120.755715342608 124.829370620992 115.640191527874 124.935421225743 125.093166118475 114.65363437465 114.204022023031 121.800293489403 124.033720189689 104.73898550019 118.924688685369 83.0565947677727 123.728447743192 117.323858118299 89.2736266228014 118.026588200588 117.042878052466 151.246968936176 110.293611528742 81.2769999315497 123.982495297903 89.0692187535522 113.624017033768 81.3070777344932 119.050730519573 113.493985379304
"08/01/2019" 108.121726743997 119.112457227632 120.401291285765 123.427976017453 89.6576525550977 118.836205194352 120.747763028851 124.827855703023 115.617011390623 124.924701238821 125.072397710765 114.627908196447 114.178383374224 121.797435999023 124.016467190891 104.718902669656 118.921483650723 83.0380942573433 123.705084310359 117.265875679058 89.2542458112296 118.00353819416 117.015391363624 151.243108331516 110.260169539356 81.2563568429246 123.962940938757 89.0470302891068 113.589183912459 81.2874843589548 119.050151745003 113.467620934925
"09/01/2019" 107.938293132359 119.089634628272 120.315117049663 123.408398404406 89.8678144171463 118.807577585679 120.911619112293 124.562820459923 115.690292437359 124.839021987857 125.156785727763 114.892660915375 114.378938385502 121.783475617013 124.222543481304 104.940268074573 118.928415536077 83.1206986967946 124.059386397485 117.467649562425 89.4078556661768 118.16434066582 117.38266395851 151.34206413443 110.756036957207 81.4169029569377 124.225513551712 89.3026807401416 113.857065031298 81.4003021616101 118.843661274631 113.646491431991
"10/01/2019" 108.000793037556 119.070626878062 120.314422730906 123.402984151616 89.8169527095832 118.781600993738 120.844553719622 124.633173638424 115.693470248749 124.866930599414 125.149606830938 114.837907029781 114.345107783103 121.771219007113 124.167687574759 104.886021747953 118.892339033087 83.1073136914751 123.96428489802 117.42139207272 89.3723710391088 118.137401124882 117.295844670279 151.3001276227 110.635899357395 81.3834343934336 124.155880140799 89.242828274661 113.759399322764 81.3792851702913 118.887640905293 113.621491365862
"11/01/2019" 108.270084423096 121.187465977925 117.551033590009 118.14717484722 89.9265277596832 119.111672912817 115.378838657984 119.933449046282 122.993804332606 122.004604158792 128.440020815394 121.838263189067 122.558459406237 116.64330510568 122.419750361623 105.103566605631 120.99428735935 82.6803124701672 123.607781229327 117.111629317614 88.7901630588958 123.129205959558 123.23490603234 145.485624180695 120.351405963518 82.789952984134 123.133707546323 91.8264200295228 114.757738750906 81.7225305337719 114.546286804101 123.578156425633
"14/01/2019" 108.091559584664 121.320057027833 117.26563485861 117.96405065018 90.1316314453483 119.005910822912 115.099148945666 119.771394727246 123.147765711221 122.089426466261 128.66143354407 121.98740873616 122.679269294908 116.376357041613 122.585657788421 105.311776085585 121.085175162483 82.8717440753522 123.816203234463 117.147643276957 88.9801758640101 123.32676103745 123.405612321089 145.341865009351 120.398257095812 83.0046855746867 123.324295973938 92.0368059112218 114.894312279737 81.9288537849358 114.258151075272 123.646633578478
"15/01/2019" 108.134242515462 121.290022922035 117.333669051377 117.975573078968 90.1175109184333 119.069125087047 115.128703551034 119.784440237427 123.161736708639 122.081488731307 128.661687906916 121.99851570987 122.695961231126 116.405385112858 122.572637697171 105.299758529316 121.088307737897 82.8566577011271 123.803009403875 117.095403126061 88.9649852324945 123.331407024762 123.411444493574 145.348198266068 120.418846121606 82.9938990524481 123.31137018735 92.0299841500441 114.841536431487 81.9152040255853 114.30005403646 123.671181579017
"16/01/2019" 108.064301342577 121.317643999515 117.27283230108 117.943613660422 90.1299636139583 119.024800320108 115.084952622026 119.754220154571 123.199860126849 122.072901200225 128.681960977065 122.037504437269 122.739486559701 116.362291910341 122.573845698255 105.311170520679 121.093854757478 82.8671903234335 123.813051460224 117.11918888194 88.9743471343859 123.360079975484 123.447699440507 145.315802368378 120.475568419316 83.0111909979371 123.316733285557 92.0519112315333 114.881898398318 81.9286789390755 114.251635284589 123.722756579092
"17/01/2019" 108.094245978 121.278459679413 117.464383291885 118.020382844311 90.0629400121844 119.185925953939 115.210611356916 119.828275309906 123.095836456565 122.061165060109 128.600356482951 121.928922024207 122.626837266871 116.483048187174 122.529592075651 105.244939217434 121.123756655775 82.8073938420576 123.746948457533 117.017026006286 88.9148981695016 123.265841624924 123.34019518261 145.381549564152 120.34375102972 82.9366878962659 123.261646518615 91.9687361728081 114.800605027621 81.86191445597 114.396104590386 123.601566267529
"18/01/2019" 107.793732001072 119.064030624325 120.24594060438 123.327007433258 89.8236253000678 118.76330467543 120.8752813027 124.499992636407 115.618161442204 124.754518167744 125.066761155846 114.815038408487 114.29667755128 121.710103245509 124.149630493673 104.881895088049 118.902783808957 83.0978953741888 124.008449645923 117.547099782272 89.3632457325254 118.080089616398 117.31959301963 151.247316869359 110.716585740513 81.3772639844077 124.159188655441 89.2568426825433 113.907358946517 81.3700925085403 118.772744907885 113.564674171286
"21/01/2019" 107.882134009486 121.276962705706 116.878532681717 117.974411822533 90.1679333464124 118.527586102736 114.978201264178 119.800057079556 122.889630830588 122.178769146091 128.556465304461 121.723136813925 122.367280221351 116.277264704391 122.639762094839 105.326048279967 120.858919840409 82.9478189637655 123.823314003327 117.317961959792 89.0455947638128 123.15407992652 123.178295962591 145.362908753527 119.990015692969 83.0057189433955 123.355489891896 91.9740985850105 114.972031228646 81.9761488359319 114.095343972553 123.255576548169
"22/01/2019" 107.76071371995 119.025964894038 120.18341638591 123.24219602683 89.7132812712168 118.698892333706 120.766017278156 124.484227937353 115.519678959171 124.68467778001 124.953046962625 114.667014530704 114.162647158707 121.627870476358 124.013573843433 104.756490772949 118.846290453469 83.0313831875559 123.84591532604 117.539377130751 89.2666111356362 117.953136763952 117.151766630108 151.117124967589 110.53058478882 81.2847859196347 124.012258868024 89.1352854418338 113.842125066252 81.2934878543877 118.739896808612 113.43662054562
"23/01/2019" 107.859757495551 119.009198309735 120.261952991363 123.32554046735 89.6515357131628 118.682901112919 120.63800127386 124.84678684121 115.68790316717 124.912676382266 125.078521064689 114.622265660231 114.194924191404 121.680005593275 123.952420383803 104.691734597938 118.784548822915 83.1031752593999 123.658833159463 117.414333567329 89.2590264858183 118.006044186731 116.9988194212 151.085881908507 110.271658267456 81.2831811201808 123.90476421965 89.0450084232311 113.571579469733 81.3377178780101 118.99482147965 113.504344855352
"24/01/2019" 107.980160187866 118.982146943844 120.312366322225 123.376767824123 89.6226631308384 118.684360464358 120.583916411863 124.969192947964 115.73534236176 125.001372158282 125.12892348938 114.60862228691 114.208600110795 121.718234811878 123.936615353106 104.667533780422 118.748700206694 83.1018388163506 123.578377286734 117.260038810959 89.248797525935 118.029788331333 116.936369340389 151.097510407517 110.151826755944 81.270939185449 123.866224518865 89.0054162803415 113.392060953901 81.3328840725392 119.096654366912 113.527151843131
"25/01/2019" 108.090897218771 121.155561349538 117.293203320382 117.792052744225 89.9750910441224 119.059113115572 114.982502759476 119.616536871937 123.145714648899 121.880728717069 128.547835329811 121.969375864272 122.698036613443 116.261262509825 122.36854666605 105.144269218676 121.003375391451 82.718426235824 123.614759905979 116.912253088464 88.8137792933994 123.257023973492 123.352884745049 145.111340646283 120.459485971791 82.8856537992186 123.115509559217 91.9338670488637 114.664822725827 81.7897753944691 114.198231924398 123.718881288955
"28/01/2019" 108.044963487649 121.148455141945 117.218076492986 117.777708091768 89.9747757260219 118.979787946867 114.943222411676 119.609683316468 123.108533204637 121.886207348961 128.528176366995 121.928258534244 122.652074702425 116.227886086323 122.366413038255 105.13934999775 120.96933277658 82.7262885093113 123.605332592649 116.925264643596 88.8180785310919 123.228440860585 123.314812181664 145.095620460984 120.398144270742 82.8824668085503 123.110016037267 91.9201866718278 114.670868969568 81.7935254387064 114.157868994659 123.663644718556
"29/01/2019" 107.938982627241 121.211755553517 117.110263206018 117.898727637067 89.9571274749906 118.758243537495 115.022622818832 119.728684188089 123.003460532258 121.944048991201 128.451122566365 121.826847436181 122.544038719256 116.31124007594 122.381047872594 105.114403381082 120.899179965958 82.7294250201387 123.587418827505 117.154495668619 88.8188195892901 123.136780588265 123.222172467592 145.219389569239 120.298858004449 82.8417873096778 123.106058344012 91.8594039870328 114.830914848513 81.776582368933 114.200767235186 123.549792173695
