"VEBONO012020" "VEBONO012021" "VEBONO012023" "VEBONO012025" "VEBONO012029" "VEBONO022022" "VEBONO022024" "VEBONO022025" "VEBONO022034" "VEBONO032027" "VEBONO032031" "VEBONO032034b" "VEBONO032035" "VEBONO042024" "VEBONO042028" "VEBONO042029" "VEBONO052021" "VEBONO052028" "VEBONO052029" "VEBONO062020" "VEBONO062028" "VEBONO062032" "VEBONO072033" "VEBONO082025" "VEBONO082037" "VEBONO092029" "VEBONO102028" "VEBONO102030" "VEBONO112020" "VEBONO112028" "VEBONO122023" "VEBONO122036"
"20/05/2019" 109.188487321125 115.123300898758 118.49048381671 121.229820598057 89.8811029850352 116.394074028745 121.911477218482 123.047946223148 120.644264643066 123.547346935789 126.971011319527 119.413747616711 120.025059908235 119.638353141056 122.848927723892 104.804080567237 119.008234473263 83.2090801492647 126.916493571888 113.362816074586 89.2144070389608 121.161990286495 120.876233293637 147.779113264311 120.872487967713 82.2874380969627 123.106206143776 90.6462020830208 112.315271491874 81.8078361004588 117.453839730207 120.924844640745
"21/05/2019" 109.211664608031 115.185070333779 118.530689401994 121.187722626626 89.775535137784 116.45862314231 121.907014690608 123.000391625609 120.674358066377 123.439371473463 126.886561920971 119.448225232618 120.105648559818 119.627166056363 122.728942607215 104.694520125694 119.074795168757 83.1027854690087 126.798928221645 113.405440943271 89.1060799055 121.121297952245 120.878797770175 147.717802745993 121.079653432408 82.1941316586751 122.985794459989 90.5702289138903 112.371497108987 81.7050461039893 117.456550817146 121.095515317258
"22/05/2019" 107.512050461324 116.394547696101 118.662456616437 122.544783162504 90.3920858978797 116.465331386148 122.798049439621 124.430947454882 117.144493045303 125.057751280558 126.053575184817 115.843232712046 115.607568972718 120.587548701036 124.035645690385 105.268665745239 119.766243995043 84.0191958214558 127.562874790531 115.385776989326 90.0074110183517 119.132964841378 117.96862338813 149.514161165956 114.6205865476 82.2801512798529 124.044003890609 89.9502770610237 114.011894037007 82.3062584756272 118.142793203466 115.090025343681
"23/05/2019" 107.505990811626 117.050542157652 119.265606668516 122.952378522768 90.3891115080706 117.15447810769 123.282097983427 124.831389533035 117.022905060148 125.297253245773 126.057234519704 115.707652435176 115.4568308962 121.055011706179 124.167763261538 105.292916222752 116.808171176887 84.0231184642184 123.825031107791 115.474332280852 90.0340009694302 119.068523105562 117.83431769257 149.956682754912 114.404101257274 82.2322985258049 124.135327407408 89.8734499070665 114.552341929408 82.2864752338356 118.649218759021 114.904751011019
"24/05/2019" 107.547737598816 117.088389228209 119.309219121155 122.960773868565 90.341366540719 117.211093763274 123.308041200237 124.84124137632 116.94507233293 125.277407454438 125.995539319045 115.625439803541 115.373166628082 121.07419821874 124.126508529821 105.242504377051 116.860635908373 83.9812908784546 123.766776177337 115.425184350359 89.9920585614875 118.997858272693 117.749726213719 149.95660269383 114.312711765934 82.1817145096268 124.086473534128 89.8132116307479 114.570243167131 82.2411170382834 118.678621415004 114.816008130117
"27/05/2019" 107.604121815752 117.11086759743 119.531360859588 123.056701571609 90.2230521928024 117.462776291379 123.45351245776 124.931794012757 116.719672420549 125.266188725975 125.835902802536 115.391324064593 115.13158771371 121.209577985286 124.0448834865 105.120322432822 117.013159360674 83.8769133084454 123.6242428181 114.964786929053 89.8938013864879 118.804727357901 117.509531818066 150.028366798225 114.031973522027 82.0471779024104 123.977766730677 89.6485143842014 114.458636129744 82.1241973615297 118.845227612286 114.554420442294
"28/05/2019" 107.585467190741 117.100975840267 119.52012694915 123.052209748331 90.2289584502868 117.448429515993 123.450493362103 124.930978726165 116.733464028097 125.269197022226 125.845604102851 115.403008754033 115.144597246574 121.202633136305 124.048142026986 105.126080521561 117.000108554877 83.8839273359784 123.629214125326 114.963119130111 89.8993732626878 118.815413605778 117.520191732385 150.022658956348 114.049406332293 82.0547586439096 123.981901993458 89.6563867447425 114.455158287137 82.1314950082596 118.839274362745 114.568899855202
"29/05/2019" 107.603481866468 117.081487369386 119.545899231318 123.068256530559 90.2253235324142 117.472177127305 123.471665327686 124.947637501665 116.723169657771 125.27720300088 125.841147326925 115.391122377183 115.132462205779 121.221633797307 124.048947244438 105.122754532812 117.001618560029 83.8816597135253 123.624102085352 114.889746928078 89.8976923461634 118.807545750204 117.507212571573 150.036441048818 114.034409013821 82.0496053165766 123.98018055842 89.648614191646 114.418669242906 82.1279980046549 118.861755844245 114.555224313592
"30/05/2019" 109.411889609151 115.833536302539 119.541023183545 122.010704147369 89.8406792154863 117.38815456341 119.105836665313 123.801004313834 120.858902231711 123.897128458195 127.006254736072 119.639850633844 120.376128320895 120.551914823325 123.036819195626 104.813189854778 116.145840557539 83.1800706541328 123.209030371657 113.801138627946 89.2112050649694 121.228150355624 121.032713356529 148.629333334864 118.297032275415 82.1801794694904 123.23821754762 90.563473413296 109.945207884602 81.7332526154651 118.399178349839 121.552139320665
"31/05/2019" 107.50500444092 117.78921909097 119.936347649428 123.386275707063 90.3578674132956 117.936489833874 120.098532167516 125.282855421648 116.854909783463 125.538272295926 126.018281416869 115.510975915511 115.24225662383 121.5635679379 124.283223592707 105.287937733579 117.611820290417 84.0182666811036 123.849044363456 115.719033881033 90.0373534283647 118.951559910806 117.646842562587 150.432394482593 110.827917395002 82.1528539150653 124.207128564745 89.757001389338 112.21519293376 82.2474126462576 119.209729024261 114.653196262634
