"TIF012024" "TIF012026" "TIF012037" "TIF022021" "TIF022029" "TIF022030" "TIF022032" "TIF032022" "TIF032028" "TIF032029" "TIF032031" "TIF032032" "TIF032033" "TIF042023" "TIF052028" "TIF052034" "TIF052036" "TIF082028" "TIF092034" "TIF092035" "TIF112020" "TIF112027" "TIF112029" "TIF122028" "TIF122029"
"02/12/2019" 132.926497012916 129.295064327077 116.953969603057 118.732991289973 132.026888428545 136.822204786817 129.546763791721 128.60637559198 132.114618511576 135.324974206564 132.118355215898 133.603636589635 129.09600311677 130.547684033479 133.655705859725 122.645256301681 121.577958851489 86.4828998883551 124.528055533421 122.290432862188 116.001028831589 128.999514592776 85.730975397582 94.9001170110142 94.573070564459
"03/12/2019" 132.271572578422 129.070383233371 118.197440438967 119.785385576429 132.488940561322 137.439455828976 130.439480960006 128.93035694904 132.370816979533 135.77790704583 132.860995533138 134.472015739663 130.071225313021 129.952545085548 133.988415249318 123.743972231031 122.789267890626 86.8951979043747 125.615192167526 123.444455070132 116.464215146125 129.203179149431 86.3009459148748 95.3392341960162 95.1452422160195
"04/12/2019" 133.253228515245 129.850254202846 118.001477592078 118.691948780089 132.84936184653 137.716384692102 130.505898406287 128.662959111392 132.867863588162 136.150308271091 133.050730898437 134.595190018476 130.097213674521 130.767198767388 134.420452538936 123.664893085379 122.625341533318 87.1056779321795 125.558741544294 123.33589376215 115.960879934962 129.716654273694 86.4030513215845 95.5653173057011 95.284781404211
"05/12/2019" 133.921062407859 130.163585881035 117.902583034795 120.090595400197 133.025818053318 137.838757930918 126.931178431697 126.825537266927 133.036151348171 136.316045246213 133.091385261597 134.591531004139 130.078630640198 131.785293411827 130.83078111235 123.634244137373 122.542281262851 87.1431144239643 125.474946497222 123.229653830111 116.181703915222 129.927704868936 86.3924907195542 95.5980973182164 95.2755250358032
"06/12/2019" 133.839291540064 130.114548980248 117.933801300258 120.042127170616 133.011987241501 137.837772153094 126.942897693981 126.762350750009 133.012394047811 136.306938444207 133.095112196505 134.599223680427 130.096748063514 131.696828840272 130.811876706129 123.656736665126 122.576149247897 87.1462296025344 125.496853790166 123.255062233884 116.079877222071 129.901152765017 86.4026700930175 95.6006044941504 95.282947886247
"09/12/2019" 133.349657424871 130.004389740786 118.727214259877 119.778259134668 133.321267174602 138.274239486778 127.527034967925 126.163177702873 133.205428329788 136.64225598935 133.597290656955 135.169781663903 130.748115067616 131.080792017042 131.048402910774 124.362110422012 123.377405092648 87.4774811759669 126.203325549696 123.9996333601 115.634351078 130.055144940034 86.8195405829614 95.9475072805897 95.6985870323662
"10/12/2019" 132.684331421315 129.205951454859 117.641365067699 119.458367154489 132.349031927541 137.265974400722 126.488120163535 125.805462959479 132.264549827276 135.686104298165 132.547867189498 134.059797144576 129.672904530403 130.49928988087 130.130382298581 123.28441400164 122.307555809812 86.8082088570228 125.096536554447 122.886938850767 115.040743527662 129.155231374625 86.1101708200138 95.2188762166285 94.9260345238895
"11/12/2019" 132.69533179984 128.82353485702 116.351827504238 119.226823188947 131.520322660213 136.336259003149 125.400241272221 126.192484722553 131.547842714293 134.87032699601 131.52330728643 132.933423852335 128.519305135733 130.679933376365 129.397866314236 122.072422872246 121.044600574354 86.1628418409146 123.863819932645 121.617887746186 114.458581651694 128.493937354323 85.3647364515164 94.5261913638187 94.1415226500018
"12/12/2019" 133.960518817899 130.430027423629 118.690329766897 119.920644159827 133.550393679575 134.564920468037 127.610927650408 126.746486773256 133.500457121078 133.013062316588 133.752743968793 135.293743277052 130.827152606623 131.741706588792 131.304148680973 124.381426795958 119.990817370783 87.5779441719541 126.237900591777 124.008150925029 115.791614381359 130.351036944996 86.8771840705441 96.0711603424611 95.7859687584792
"13/12/2019" 133.994648002827 130.460515662707 118.699113469805 119.753826699375 133.562578245109 134.566220305385 127.614480932739 126.608190187747 133.528664940293 133.015080560148 133.771822855369 135.318715686957 130.838427322151 131.759050562098 131.311685097914 124.387906921401 119.987341412403 87.5761317369351 126.258671702343 124.028673257874 115.856996709168 130.371544283156 86.8787528671372 96.0758400568841 95.7953501350499
"16/12/2019" 134.015237405699 130.421364701215 118.527555384991 119.779935447798 133.462402893518 134.456902058003 127.479878197938 126.809067565394 133.443775032128 132.922310978758 133.653868128092 135.174068538373 130.70974008214 131.81891602204 131.22908053264 124.231329916558 119.827294861106 87.508509923318 126.097872275582 123.859227323319 115.581586565941 130.291285257413 86.7923377802291 96.0073778776803 95.7042102275864
"17/12/2019" 133.962228731409 130.415116676003 118.634046603507 119.772142108247 133.509869052718 134.522848499445 127.56345715414 126.789527185033 133.477109103465 132.975570177754 133.732417153664 135.254698204045 130.811486866825 131.754935045028 131.269120158772 124.328373147047 119.938245444978 87.5622405064254 126.195310365912 123.959631540885 115.439228832794 130.317324178257 86.8547644143754 96.0668703497856 95.7673327983126
"18/12/2019" 134.00758373111 130.425041880987 118.554919454071 119.676835352322 133.473162055815 134.470017255242 127.49900344937 126.77050659489 133.458788982527 132.932173964156 133.682085364944 135.201358862619 130.744240057315 131.805650912299 131.236755323645 124.255130077418 119.852661260251 87.5225387304938 126.129017397803 123.89015704605 115.45824650735 130.29890424161 86.8092164410504 96.0278451713611 95.7247238743702
