"TIF012024" "TIF012026" "TIF012037" "TIF022021" "TIF022029" "TIF022030" "TIF022032" "TIF032022" "TIF032028" "TIF032029" "TIF032031" "TIF032032" "TIF032033" "TIF042023" "TIF052028" "TIF052034" "TIF052036" "TIF082028" "TIF092034" "TIF092035" "TIF112020" "TIF112027" "TIF112029" "TIF122028" "TIF122029"
"16/12/2019" 155.730116619286 164.636638953529 154.720775237059 120.453767691713 178.774509329516 181.394787800153 172.583358748587 132.408842732716 176.490766489924 178.253345748555 176.223091857334 181.846212811127 171.367365379936 147.268198669763 174.589523956866 166.057993510172 157.565685112913 121.680357103053 167.49736619202 163.235691807801 117.250888095246 171.863994187782 121.509936649622 129.776933828104 132.419519149333
"17/12/2019" 155.74933950343 164.662559325365 154.761363695115 120.460887146302 178.80665882252 181.435547632635 172.647750681046 132.421861246026 176.52598802993 178.291016670497 176.265706722071 181.889586051774 167.785312384693 147.282214999482 174.624160484787 166.101754314488 157.607697774709 121.707401224492 167.539846710935 163.276281520001 117.257413866081 171.895070011848 121.538354032068 129.805654783187 132.450647663361
"18/12/2019" 155.768696551492 164.689166484125 154.804957857787 120.467933285414 178.867091938168 181.476921280704 172.687419436393 132.433445159227 176.558432556171 178.328613630693 176.331448581327 181.9320576067 171.452309204686 147.298319503074 174.65821641158 166.142881395023 157.650241199885 121.736293478794 167.582647544177 163.319729741857 117.263943983029 171.927664213388 121.567550892303 129.833389983603 132.480996598744
"19/12/2019" 155.787667528206 164.715064631391 154.846346828987 120.475671281945 178.904646218498 181.540286940082 172.728145636705 132.443590574658 176.592307047724 178.366311816131 176.346024024699 181.974367717166 171.493620279462 147.313913439025 174.691341949025 166.186807662436 157.693020818465 121.761057690129 167.624148062657 163.361937935546 117.270464242344 171.959434741427 121.595507744248 129.862076696758 132.511899489565
"20/12/2019" 155.806897107933 164.741525644151 154.886749320551 120.482375113362 178.940961243569 181.579850338402 172.771529662671 132.456535033142 176.62563932926 178.402051293044 176.386129603971 182.016725514558 171.537861789208 147.329921387959 174.726220541518 166.229292036913 157.734825789369 121.788790269976 167.666263198998 163.403741128311 117.276978096069 171.99275316762 121.625434014965 129.890304316062 132.542251916494
"23/12/2019" 155.863208679068 164.81762900305 155.011548793401 120.50455256406 179.023499070015 181.697967757258 172.896796622314 132.494368564543 176.726224925064 178.512957832196 176.513478614828 182.1457570123 171.664094809971 147.375984148746 174.829092411174 166.353343357216 157.860775006664 121.892272283115 167.796003426748 163.532561240589 117.296492272107 172.088217313273 121.686940430206 129.98170128994 132.634253670997
"24/12/2019" 155.882717697835 164.844995267197 155.050910989664 120.511511058746 179.060582449486 181.737763559813 172.939552809974 132.500546562616 176.76144531455 178.550202568515 172.822880882488 182.188799875177 171.707199043276 147.394023760992 174.862705280921 166.395554325424 157.902588489354 121.918599606118 167.837923461496 163.575063396959 117.302916799473 172.119823650873 121.716451324363 127.692505862846 132.665712190733
"25/12/2019" 155.900981905632 164.870719249304 155.093181075801 120.519007025444 179.096813143757 181.752837539773 172.979610859643 132.513372325931 176.794808377317 178.586764699571 176.613616554187 182.253143731471 171.750726871406 147.409465911401 174.896428743321 166.44100821862 157.942570244351 121.922006834496 167.879501764483 163.617506617518 117.309405825382 172.151570683029 121.745690305861 130.033878981407 132.696175972776
"26/12/2019" 155.920553511618 164.898973530746 155.132439079962 120.52590359693 179.132589094848 181.790729018746 173.000839158614 132.524778638056 176.828621330321 178.622048050506 176.652903835141 182.280411512098 171.796652686531 147.42602626196 174.931446619791 166.483959169476 157.982483791153 121.951266833991 167.923540547365 163.658496355809 117.315870450937 172.206884826244 121.775440808139 130.062728725746 132.72734161552
"27/12/2019" 155.936965727499 164.921969723853 155.174463719648 120.533511821828 179.193950659186 181.833069412839 173.040274404417 132.539764865782 176.862303264925 178.658758483185 176.673030020316 182.339142365475 171.838507880268 147.441640839527 174.965301145758 166.525374538605 158.027522063514 121.999198932205 167.967247290177 163.70006717739 117.322326495343 172.239101116728 121.804397373469 130.091301257326 132.757578946058
"30/12/2019" 155.996139640731 165.000797328192 155.296137793049 120.554687238716 179.281599154445 181.951018826578 173.169446471206 132.570276676331 176.963635051159 178.774509329516 176.815750321091 182.468051116283 171.965533637317 147.493757308861 175.065849561012 166.655800781409 158.151882149897 122.078992457969 168.094211316066 163.82853432895 117.341583840245 172.313284901926 121.891359806086 130.176315979345 132.849865098757
"31/12/2019" 156.014833711495 165.025871457947 155.336899796286 120.561855017346 179.316705631874 181.991142539656 173.202866541947 132.581408086849 176.998197821761 178.80665882252 176.834433865986 182.512834856648 172.009622744338 147.502020098134 175.099684316416 166.696468617456 158.194857164367 122.105905984381 168.156572071042 163.87000920557 117.348028454271 172.346086965441 121.942434074095 130.205676149434 132.880782347842
