"TIF012024" "TIF012026" "TIF012037" "TIF022021" "TIF022029" "TIF022030" "TIF022032" "TIF032022" "TIF032028" "TIF032029" "TIF032031" "TIF032032" "TIF032033" "TIF042023" "TIF052028" "TIF052034" "TIF052036" "TIF082028" "TIF092034" "TIF092035" "TIF112019" "TIF112020" "TIF112027" "TIF112029" "TIF122028" "TIF122029"
"01/05/2019" 131.374634258288 129.993746963179 117.381511733611 124.773292084015 137.261580809033 137.76901156435 129.230613858789 126.141332569307 133.63537090953 136.670839786532 132.423712470162 133.320065195998 128.160338549232 128.010252351779 135.143469292111 124.503153711682 118.954865432289 88.9114118931005 122.708199110283 119.974091611129 108.932684003183 123.527341020857 134.234873473095 87.9282420421068 95.4417156212419 94.8141417330206
"02/05/2019" 131.650892479344 129.89810094177 118.056540128319 124.676757757628 136.954770556842 137.53249151351 129.250340723888 126.380959029948 133.317142827654 136.36508103156 132.30875697333 133.347934015575 128.333452717711 128.350382257456 134.824785315195 124.851931101225 119.559185621252 88.6100783467101 123.105882096734 120.502561271745 108.883887510421 123.373132617429 133.932536838111 87.7022517925363 95.1486038423535 94.5946408984901
"03/05/2019" 131.281648016283 127.995933754773 121.034278639052 124.785063791885 135.539977563198 136.698831036254 129.733025607797 127.579121703528 131.516567968184 134.970382239682 132.163623687339 133.852068537391 129.450196818481 128.805667476342 133.089963082723 126.645063598512 122.28729898199 87.3282782695965 125.080299388447 122.953607088549 108.847223074248 123.106401156004 132.017176292204 87.0849133998186 93.9775241886733 93.9968100489566
"06/05/2019" 131.312149518318 127.994065932588 120.995211858407 124.923454421356 135.522710819473 136.675766130583 129.702900426307 127.704875523352 131.500973633345 134.95178376254 132.135384774145 133.819618792199 129.416073892367 128.862845210712 133.07550493486 126.609691025817 122.247407871411 87.3062823069925 125.041778467125 122.913116727273 108.722704970294 123.216260561971 132.007430740367 87.0604519671438 93.9541788979247 93.970391825739
"07/05/2019" 131.557383390483 129.722410368405 117.659159643991 124.759734230335 137.080343139532 137.687618626951 129.333804636159 126.759171997461 133.368666564435 136.490399853192 132.441854258193 133.419047262688 128.328480047685 128.437528425486 134.897636646681 124.730428818421 119.224582594818 88.7079108548005 122.938030773918 120.22630812301 108.651292027343 123.29010847317 133.954938830898 87.8501672562174 95.2635359412431 94.7388922441151
"08/05/2019" 132.223171717359 129.874767956755 118.300190854374 124.621137392242 136.61241223864 137.224512174756 129.108625024073 126.780838127905 132.980947253995 136.016002343214 132.079926384406 133.213502991598 128.281520164792 129.030498248175 134.480168743136 124.909911695657 119.751951166964 88.2584392866927 123.190673125738 120.663422206514 108.634055760688 123.331579875889 133.636968146142 87.4113589483944 94.7974941915847 94.3002999836594
"09/05/2019" 131.616936781815 128.160128215188 120.872488291734 122.254229677864 135.585440559768 136.69748565939 129.662349336577 128.359140799656 131.574668109643 135.004560540545 132.112715151547 133.770535250237 129.345193414025 129.23302406251 133.15664653143 126.524826252947 122.123336705589 87.2696637399068 124.93489609894 122.790660150826 108.571175912798 124.843433993322 132.112377468585 87.0003795182652 93.9179121918366 93.91214045445
"10/05/2019" 131.62142048246 128.138464552454 120.793782472527 122.235678122409 135.54069756321 136.647043127723 129.601317115882 128.380470820882 131.534104844017 134.961317121503 132.055038916736 133.703601945259 129.279320257356 129.245982674824 133.119053892879 126.454044092356 122.049217428656 87.2299679553122 124.860198821172 122.711716448851 108.537154898114 124.829152332175 132.072117725885 86.9527792352938 93.8774186882023 93.8643724120798
"13/05/2019" 132.208868751715 129.043644031874 119.649358852439 122.005999558722 135.959433619044 136.818620006237 129.288515278201 128.033212975679 132.152297081051 135.365892008501 131.971567303189 133.398203452054 128.748653305304 129.501638080905 133.687996898012 125.697508328113 120.974763467313 87.5908919533727 124.052142549282 121.748547609215 108.453894458106 124.739834097488 132.780085042883 87.0481458834301 94.1848418728872 93.9458261740646
"14/05/2019" 132.274365214416 129.197806339248 119.517325937082 121.936185992639 136.073048333863 136.894344844164 129.290349649695 127.924703804784 132.286703793442 135.474530751707 132.006735225711 133.398701561634 128.71361826622 129.501843038563 133.819309665081 125.628846333115 120.850774069402 87.6922471066222 123.970381785805 121.641250006739 108.344887528621 124.720058562472 132.933801705836 87.1108063520009 94.27539289118 94.0022211587855
